"","zip_code","first_dose","second_dose","single_dose","atleast_one_dose","fully_vaccinated","todaysdate"
"1190",24014,19,10,1,20,11,2022-04-26
"1191",25402,12,8,3,15,11,2022-04-26
"1192",23325,17,10,1,18,11,2022-04-26
"1193",23441,17,10,1,18,11,2022-04-26
"1194",23509,17,10,1,18,11,2022-04-26
"1195",23237,21,10,1,22,11,2022-04-26
"1196",24740,11,9,2,13,11,2022-04-26
"1197",27101,16,8,3,19,11,2022-04-26
"1198",27278,13,9,2,15,11,2022-04-26
"1199",26519,15,10,1,16,11,2022-04-26
"1200",27834,17,9,2,19,11,2022-04-26
"1201",28105,23,10,1,24,11,2022-04-26
"1202",28110,11,10,1,12,11,2022-04-26
"1203",28411,17,10,1,18,11,2022-04-26
"1204",29730,10,8,3,13,11,2022-04-26
"1205",30114,13,9,2,15,11,2022-04-26
"1206",30126,23,10,1,24,11,2022-04-26
"1207",30144,20,10,1,21,11,2022-04-26
"1208",30305,19,9,2,21,11,2022-04-26
"1209",30338,21,10,1,22,11,2022-04-26
"1210",30606,16,9,2,18,11,2022-04-26
"1211",31324,26,10,1,27,11,2022-04-26
"1212",31088,23,10,1,24,11,2022-04-26
"1213",32224,17,9,2,19,11,2022-04-26
"1214",32073,12,8,3,15,11,2022-04-26
"1215",32163,29,10,1,30,11,2022-04-26
"1216",32578,16,9,2,18,11,2022-04-26
"1217",32931,17,10,1,18,11,2022-04-26
"1218",33026,16,9,2,18,11,2022-04-26
"1219",33301,33,9,2,35,11,2022-04-26
"1220",32903,13,9,2,15,11,2022-04-26
"1221",33445,21,10,1,22,11,2022-04-26
"1222",33614,12,10,1,13,11,2022-04-26
"1223",37920,10,9,2,12,11,2022-04-26
"1224",44060,14,10,1,15,11,2022-04-26
"1225",48322,10,9,2,12,11,2022-04-26
"1226",55125,13,10,1,14,11,2022-04-26
"1227",60618,19,10,1,20,11,2022-04-26
"1228",60625,21,10,1,22,11,2022-04-26
"1229",60642,14,10,1,15,11,2022-04-26
"1230",60564,15,10,1,16,11,2022-04-26
"1231",70809,13,10,1,14,11,2022-04-26
"1232",76051,20,10,1,21,11,2022-04-26
"1233",76549,19,9,2,21,11,2022-04-26
"1234",77083,16,10,1,17,11,2022-04-26
"1235",80205,17,10,1,18,11,2022-04-26
"1236",90036,28,10,1,29,11,2022-04-26
"1237",85719,21,7,4,25,11,2022-04-26
"1238",87114,14,10,1,15,11,2022-04-26
"1239",90011,11,10,1,12,11,2022-04-26
"1240",90278,15,9,2,17,11,2022-04-26
"1241",90250,21,10,1,22,11,2022-04-26
"1242",91320,18,10,1,19,11,2022-04-26
"1243",92104,22,9,2,24,11,2022-04-26
"1244",92620,16,10,1,17,11,2022-04-26
"1245",91789,11,10,1,12,11,2022-04-26
"1246",93117,19,10,1,20,11,2022-04-26
"1247",94103,30,10,1,31,11,2022-04-26
"1248",96701,13,9,2,15,11,2022-04-26
"1249",10940,17,9,1,18,10,2022-04-26
"1250",10566,14,9,1,15,10,2022-04-26
"1251",11023,11,9,1,12,10,2022-04-26
"1252",10034,18,8,2,20,10,2022-04-26
"1253",10567,13,9,1,14,10,2022-04-26
"1254",11747,14,9,1,15,10,2022-04-26
"1255",12533,13,9,1,14,10,2022-04-26
"1256",11741,19,7,3,22,10,2022-04-26
"1257",11735,18,9,1,19,10,2022-04-26
"1258",11721,12,9,1,13,10,2022-04-26
"1259",11772,12,8,2,14,10,2022-04-26
"1260",12590,17,9,1,18,10,2022-04-26
"1261",14226,11,9,1,12,10,2022-04-26
"1262",15367,19,9,1,20,10,2022-04-26
"1263",15533,8,8,2,10,10,2022-04-26
"1264",17235,11,9,1,12,10,2022-04-26
"1265",17113,14,9,1,15,10,2022-04-26
"1266",17067,10,9,1,11,10,2022-04-26
"1267",17324,9,7,3,12,10,2022-04-26
"1268",17540,8,6,4,12,10,2022-04-26
"1269",17560,12,7,3,15,10,2022-04-26
"1270",18969,8,8,2,10,10,2022-04-26
"1271",18036,10,9,1,11,10,2022-04-26
"1272",19153,13,9,1,14,10,2022-04-26
"1273",20207,13,9,1,14,10,2022-04-26
"1274",19518,14,9,1,15,10,2022-04-26
"1275",22624,9,8,2,11,10,2022-04-26
"1276",24015,12,9,1,13,10,2022-04-26
"1277",23075,14,9,1,15,10,2022-04-26
"1278",23834,14,9,1,15,10,2022-04-26
"1279",24586,7,6,4,11,10,2022-04-26
"1280",23605,13,8,2,15,10,2022-04-26
"1281",26847,13,7,3,16,10,2022-04-26
"1282",27401,14,9,1,15,10,2022-04-26
"1283",27403,11,9,1,12,10,2022-04-26
"1284",27107,9,7,3,12,10,2022-04-26
"1285",27455,13,9,1,14,10,2022-04-26
"1286",27302,15,8,2,17,10,2022-04-26
"1287",27511,17,6,4,21,10,2022-04-26
"1288",27609,22,9,1,23,10,2022-04-26
"1289",27530,14,9,1,15,10,2022-04-26
"1290",28202,20,9,1,21,10,2022-04-26
"1291",28467,14,9,1,15,10,2022-04-26
"1292",28443,21,9,1,22,10,2022-04-26
"1293",28460,11,9,1,12,10,2022-04-26
"1294",30045,14,6,4,18,10,2022-04-26
"1295",30064,17,9,1,18,10,2022-04-26
"1296",29651,11,5,5,16,10,2022-04-26
"1297",29803,16,9,1,17,10,2022-04-26
"1298",29906,13,9,1,14,10,2022-04-26
"1299",29607,15,7,3,18,10,2022-04-26
"1300",29650,14,9,1,15,10,2022-04-26
"1301",30016,20,8,2,22,10,2022-04-26
"1302",32738,10,8,2,12,10,2022-04-26
"1303",30017,17,9,1,18,10,2022-04-26
"1304",30294,13,9,1,14,10,2022-04-26
"1305",30344,15,8,2,17,10,2022-04-26
"1306",30306,20,9,1,21,10,2022-04-26
"1307",32065,16,9,1,17,10,2022-04-26
"1308",32258,17,9,1,18,10,2022-04-26
"1309",32114,17,9,1,18,10,2022-04-26
"1310",33132,19,8,2,21,10,2022-04-26
"1311",32708,14,8,2,16,10,2022-04-26
"1312",32935,13,6,4,17,10,2022-04-26
"1313",33169,18,8,2,20,10,2022-04-26
"1314",32839,16,6,4,20,10,2022-04-26
"1315",33155,19,8,2,21,10,2022-04-26
"1316",33408,26,9,1,27,10,2022-04-26
"1317",33309,18,9,1,19,10,2022-04-26
"1318",33325,13,8,2,15,10,2022-04-26
"1319",33602,9,8,2,11,10,2022-04-26
"1320",34103,26,9,1,27,10,2022-04-26
"1321",34114,30,9,1,31,10,2022-04-26
"1322",34609,19,9,1,20,10,2022-04-26
"1323",37601,11,9,1,12,10,2022-04-26
"1324",34952,16,7,3,19,10,2022-04-26
"1325",37040,15,9,1,16,10,2022-04-26
"1326",43214,14,9,1,15,10,2022-04-26
"1327",48307,14,9,1,15,10,2022-04-26
"1328",53703,26,9,1,27,10,2022-04-26
"1329",44240,14,8,2,16,10,2022-04-26
"1330",57104,20,8,2,22,10,2022-04-26
"1331",60089,13,8,2,15,10,2022-04-26
"1332",60637,19,8,2,21,10,2022-04-26
"1333",63122,46,9,1,47,10,2022-04-26
"1334",68516,14,9,1,15,10,2022-04-26
"1335",63110,46,8,2,48,10,2022-04-26
"1336",75074,15,9,1,16,10,2022-04-26
"1337",75019,16,8,2,18,10,2022-04-26
"1338",75205,18,9,1,19,10,2022-04-26
"1339",75248,12,9,1,13,10,2022-04-26
"1340",76137,19,9,1,20,10,2022-04-26
"1341",77096,15,8,2,17,10,2022-04-26
"1342",77007,17,9,1,18,10,2022-04-26
"1343",77845,12,9,1,13,10,2022-04-26
"1344",78681,8,6,4,12,10,2022-04-26
"1345",78731,15,9,1,16,10,2022-04-26
"1346",80016,16,9,1,17,10,2022-04-26
"1347",78703,17,9,1,18,10,2022-04-26
"1348",78717,15,9,1,16,10,2022-04-26
"1349",78758,12,8,2,14,10,2022-04-26
"1350",79938,19,8,2,21,10,2022-04-26
"1351",90404,12,8,2,14,10,2022-04-26
"1352",90703,13,9,1,14,10,2022-04-26
"1353",80918,14,9,1,15,10,2022-04-26
"1354",85718,14,9,1,15,10,2022-04-26
"1355",87507,11,9,1,12,10,2022-04-26
"1356",90028,20,8,2,22,10,2022-04-26
"1357",91601,24,9,1,25,10,2022-04-26
"1358",85202,12,8,2,14,10,2022-04-26
"1359",85286,17,8,2,19,10,2022-04-26
"1360",91606,9,8,2,11,10,2022-04-26
"1361",91709,12,8,2,14,10,2022-04-26
"1362",92081,13,8,2,15,10,2022-04-26
"1363",92630,17,9,1,18,10,2022-04-26
"1364",96816,13,8,2,15,10,2022-04-26
"1365",97229,19,9,1,20,10,2022-04-26
"1366",98133,12,8,2,14,10,2022-04-26
"1367",98109,37,8,2,39,10,2022-04-26
"1368",98277,15,8,2,17,10,2022-04-26
"1369",98003,14,9,1,15,10,2022-04-26
"1370",11223,15,7,2,17,9,2022-04-26
"1371",11001,15,8,1,16,9,2022-04-26
"1372",11237,22,7,2,24,9,2022-04-26
"1373",11228,18,8,1,19,9,2022-04-26
"1374",11561,19,8,1,20,9,2022-04-26
"1375",11782,10,8,1,11,9,2022-04-26
"1376",11949,12,8,1,13,9,2022-04-26
"1377",12831,9,7,2,11,9,2022-04-26
"1378",12309,17,8,1,18,9,2022-04-26
"1379",11560,11,7,2,13,9,2022-04-26
"1380",11576,12,7,2,14,9,2022-04-26
"1381",12603,22,8,1,23,9,2022-04-26
"1382",11757,14,8,1,15,9,2022-04-26
"1383",12189,9,6,3,12,9,2022-04-26
"1384",15536,13,8,1,14,9,2022-04-26
"1385",15063,11,8,1,12,9,2022-04-26
"1386",15658,9,7,2,11,9,2022-04-26
"1387",17046,11,8,1,12,9,2022-04-26
"1388",15301,16,8,1,17,9,2022-04-26
"1389",16046,10,7,2,12,9,2022-04-26
"1390",17228,7,7,2,9,9,2022-04-26
"1391",17870,14,7,2,16,9,2022-04-26
"1392",17565,11,8,1,12,9,2022-04-26
"1393",18069,10,7,2,12,9,2022-04-26
"1394",18337,9,8,1,10,9,2022-04-26
"1395",19605,12,8,1,13,9,2022-04-26
"1396",19607,14,5,4,18,9,2022-04-26
"1397",20177,8,8,1,9,9,2022-04-26
"1398",19136,17,7,2,19,9,2022-04-26
"1399",20202,9,8,1,10,9,2022-04-26
"1400",22936,15,8,1,16,9,2022-04-26
"1401",22963,17,8,1,18,9,2022-04-26
"1402",22923,8,7,2,10,9,2022-04-26
"1403",22932,11,8,1,12,9,2022-04-26
"1404",24477,7,7,2,9,9,2022-04-26
"1405",27012,14,8,1,15,9,2022-04-26
"1406",27105,22,8,1,23,9,2022-04-26
"1407",28054,17,7,2,19,9,2022-04-26
"1408",28211,11,6,3,14,9,2022-04-26
"1409",28390,12,6,3,15,9,2022-04-26
"1410",28601,9,8,1,10,9,2022-04-26
"1411",29045,11,8,1,12,9,2022-04-26
"1412",30180,12,7,2,14,9,2022-04-26
"1413",28704,12,8,1,13,9,2022-04-26
"1414",29201,20,7,2,22,9,2022-04-26
"1415",29203,12,7,2,14,9,2022-04-26
"1416",30021,13,8,1,14,9,2022-04-26
"1417",30038,19,8,1,20,9,2022-04-26
"1418",29609,10,8,1,11,9,2022-04-26
"1419",29707,20,8,1,21,9,2022-04-26
"1420",30093,13,8,1,14,9,2022-04-26
"1421",30311,12,8,1,13,9,2022-04-26
"1422",30135,14,8,1,15,9,2022-04-26
"1423",31548,13,7,2,15,9,2022-04-26
"1424",32707,10,7,2,12,9,2022-04-26
"1425",32927,13,8,1,14,9,2022-04-26
"1426",32934,16,8,1,17,9,2022-04-26
"1427",32966,11,8,1,12,9,2022-04-26
"1428",32210,19,8,1,20,9,2022-04-26
"1429",32712,15,7,2,17,9,2022-04-26
"1430",33042,17,8,1,18,9,2022-04-26
"1431",33176,21,8,1,22,9,2022-04-26
"1432",33444,12,7,2,14,9,2022-04-26
"1433",33544,12,8,1,13,9,2022-04-26
"1434",33321,18,8,1,19,9,2022-04-26
"1435",33573,15,8,1,16,9,2022-04-26
"1436",33607,16,8,1,17,9,2022-04-26
"1437",33543,17,8,1,18,9,2022-04-26
"1438",33579,19,8,1,20,9,2022-04-26
"1439",34113,23,8,1,24,9,2022-04-26
"1440",34231,16,8,1,17,9,2022-04-26
"1441",33498,16,8,1,17,9,2022-04-26
"1442",33617,17,8,1,18,9,2022-04-26
"1443",34105,29,7,2,31,9,2022-04-26
"1444",34212,9,7,2,11,9,2022-04-26
"1445",34983,16,8,1,17,9,2022-04-26
"1446",37013,14,8,1,15,9,2022-04-26
"1447",34491,9,8,1,10,9,2022-04-26
"1448",34759,16,8,1,17,9,2022-04-26
"1449",37067,14,8,1,15,9,2022-04-26
"1450",38017,13,7,2,15,9,2022-04-26
"1451",38104,10,7,2,12,9,2022-04-26
"1452",34986,20,7,2,22,9,2022-04-26
"1453",40216,7,6,3,10,9,2022-04-26
"1454",42701,11,8,1,12,9,2022-04-26
"1455",44116,9,8,1,10,9,2022-04-26
"1456",48067,12,8,1,13,9,2022-04-26
"1457",46617,11,5,4,15,9,2022-04-26
"1458",48073,12,6,3,15,9,2022-04-26
"1459",48331,11,8,1,12,9,2022-04-26
"1460",55123,7,6,3,10,9,2022-04-26
"1461",60045,17,7,2,19,9,2022-04-26
"1462",60607,19,8,1,20,9,2022-04-26
"1463",60654,18,6,3,21,9,2022-04-26
"1464",60035,12,8,1,13,9,2022-04-26
"1465",63116,46,5,4,50,9,2022-04-26
"1466",70072,11,8,1,12,9,2022-04-26
"1467",70119,11,7,2,13,9,2022-04-26
"1468",75035,11,7,2,13,9,2022-04-26
"1469",75068,11,8,1,12,9,2022-04-26
"1470",75010,11,8,1,12,9,2022-04-26
"1471",76227,17,8,1,18,9,2022-04-26
"1472",76904,11,8,1,12,9,2022-04-26
"1473",77063,10,7,2,12,9,2022-04-26
"1474",77449,22,8,1,23,9,2022-04-26
"1475",77546,13,8,1,14,9,2022-04-26
"1476",78414,13,8,1,14,9,2022-04-26
"1477",78572,16,8,1,17,9,2022-04-26
"1478",90020,18,8,1,19,9,2022-04-26
"1479",90065,9,7,2,11,9,2022-04-26
"1480",92107,11,7,2,13,9,2022-04-26
"1481",91604,15,8,1,16,9,2022-04-26
"1482",92111,15,8,1,16,9,2022-04-26
"1483",94117,22,8,1,23,9,2022-04-26
"1484",94612,13,7,2,15,9,2022-04-26
"1485",92677,17,8,1,18,9,2022-04-26
"1486",92692,8,5,4,12,9,2022-04-26
"1487",95051,13,7,2,15,9,2022-04-26
"1488",94040,24,8,1,25,9,2022-04-26
"1489",94121,16,8,1,17,9,2022-04-26
"1490",94305,20,8,1,21,9,2022-04-26
"1491",94506,12,8,1,13,9,2022-04-26
"1492",97405,14,7,2,16,9,2022-04-26
"1493",98168,8,8,1,9,9,2022-04-26
"1494",98104,11,7,2,13,9,2022-04-26
"1495",98105,19,7,2,21,9,2022-04-26
"1496",11224,15,6,2,17,8,2022-04-26
"1497",10705,7,7,1,8,8,2022-04-26
"1498",11762,11,7,1,12,8,2022-04-26
"1499",11795,11,7,1,12,8,2022-04-26
"1500",11415,12,7,1,13,8,2022-04-26
"1501",13104,11,6,2,13,8,2022-04-26
"1502",14526,8,7,1,9,8,2022-04-26
"1503",15234,8,7,1,9,8,2022-04-26
"1504",15146,18,7,1,19,8,2022-04-26
"1505",15222,15,7,1,16,8,2022-04-26
"1506",17053,9,7,1,10,8,2022-04-26
"1507",17272,8,7,1,9,8,2022-04-26
"1508",17303,7,7,1,8,8,2022-04-26
"1509",18013,12,7,1,13,8,2022-04-26
"1510",17519,7,7,1,8,8,2022-04-26
"1511",18708,8,6,2,10,8,2022-04-26
"1512",17901,10,7,1,11,8,2022-04-26
"1513",17518,8,7,1,9,8,2022-04-26
"1514",18947,7,5,3,10,8,2022-04-26
"1515",20116,10,7,1,11,8,2022-04-26
"1516",19520,10,7,1,11,8,2022-04-26
"1517",19079,7,7,1,8,8,2022-04-26
"1518",19154,9,7,1,10,8,2022-04-26
"1519",19522,11,7,1,12,8,2022-04-26
"1520",19604,12,6,2,14,8,2022-04-26
"1521",20040,12,7,1,13,8,2022-04-26
"1522",20206,6,6,2,8,8,2022-04-26
"1523",23692,15,6,2,17,8,2022-04-26
"1524",24521,9,7,1,10,8,2022-04-26
"1525",22642,12,7,1,13,8,2022-04-26
"1526",22727,9,7,1,10,8,2022-04-26
"1527",22812,9,6,2,11,8,2022-04-26
"1528",26003,13,7,1,14,8,2022-04-26
"1529",25431,8,5,3,11,8,2022-04-26
"1530",23120,17,7,1,18,8,2022-04-26
"1531",25444,11,7,1,12,8,2022-04-26
"1532",28012,7,6,2,9,8,2022-04-26
"1533",27534,16,7,1,17,8,2022-04-26
"1534",28036,11,5,3,14,8,2022-04-26
"1535",28304,22,6,2,24,8,2022-04-26
"1536",28226,19,6,2,21,8,2022-04-26
"1537",29412,12,6,2,14,8,2022-04-26
"1538",29630,11,7,1,12,8,2022-04-26
"1539",30315,16,7,1,17,8,2022-04-26
"1540",29550,10,7,1,11,8,2022-04-26
"1541",30041,16,7,1,17,8,2022-04-26
"1542",30518,12,5,3,15,8,2022-04-26
"1543",32118,9,6,2,11,8,2022-04-26
"1544",32168,11,7,1,12,8,2022-04-26
"1545",32539,8,6,2,10,8,2022-04-26
"1546",32570,13,7,1,14,8,2022-04-26
"1547",32606,15,7,1,16,8,2022-04-26
"1548",30519,11,6,2,13,8,2022-04-26
"1549",31405,18,7,1,19,8,2022-04-26
"1550",30188,13,5,3,16,8,2022-04-26
"1551",32308,8,6,2,10,8,2022-04-26
"1552",33018,11,7,1,12,8,2022-04-26
"1553",33043,7,6,2,9,8,2022-04-26
"1554",33125,11,7,1,12,8,2022-04-26
"1555",32311,14,7,1,15,8,2022-04-26
"1556",32811,10,6,2,12,8,2022-04-26
"1557",33032,14,7,1,15,8,2022-04-26
"1558",32810,18,7,1,19,8,2022-04-26
"1559",33033,15,6,2,17,8,2022-04-26
"1560",33351,17,7,1,18,8,2022-04-26
"1561",33435,21,7,1,22,8,2022-04-26
"1562",33138,15,7,1,16,8,2022-04-26
"1563",33441,16,7,1,17,8,2022-04-26
"1564",33609,13,7,1,14,8,2022-04-26
"1565",33702,12,7,1,13,8,2022-04-26
"1566",33704,11,7,1,12,8,2022-04-26
"1567",33415,14,7,1,15,8,2022-04-26
"1568",33513,12,6,2,14,8,2022-04-26
"1569",33917,15,6,2,17,8,2022-04-26
"1570",33703,18,7,1,19,8,2022-04-26
"1571",34982,12,6,2,14,8,2022-04-26
"1572",33990,14,7,1,15,8,2022-04-26
"1573",34743,14,7,1,15,8,2022-04-26
"1574",43017,23,7,1,24,8,2022-04-26
"1575",43082,8,6,2,10,8,2022-04-26
"1576",44130,10,7,1,11,8,2022-04-26
"1577",44139,13,7,1,14,8,2022-04-26
"1578",46545,6,6,2,8,8,2022-04-26
"1579",47408,13,7,1,14,8,2022-04-26
"1580",46383,7,6,2,9,8,2022-04-26
"1581",47403,12,7,1,13,8,2022-04-26
"1582",45140,13,7,1,14,8,2022-04-26
"1583",46140,6,6,2,8,8,2022-04-26
"1584",48180,10,6,2,12,8,2022-04-26
"1585",49009,10,6,2,12,8,2022-04-26
"1586",50010,12,5,3,15,8,2022-04-26
"1587",60004,11,7,1,12,8,2022-04-26
"1588",60173,9,7,1,10,8,2022-04-26
"1589",60490,12,7,1,13,8,2022-04-26
"1590",60641,11,7,1,12,8,2022-04-26
"1591",60085,10,7,1,11,8,2022-04-26
"1592",60610,21,7,1,22,8,2022-04-26
"1593",62269,15,7,1,16,8,2022-04-26
"1594",63105,40,6,2,42,8,2022-04-26
"1595",63146,25,6,2,27,8,2022-04-26
"1596",70065,9,6,2,11,8,2022-04-26
"1597",64112,12,7,1,13,8,2022-04-26
"1598",75006,10,7,1,11,8,2022-04-26
"1599",75115,14,7,1,15,8,2022-04-26
"1600",76013,8,5,3,11,8,2022-04-26
"1601",76063,15,7,1,16,8,2022-04-26
"1602",76248,16,6,2,18,8,2022-04-26
"1603",77090,8,6,2,10,8,2022-04-26
"1604",78666,9,7,1,10,8,2022-04-26
"1605",78749,13,7,1,14,8,2022-04-26
"1606",80111,13,7,1,14,8,2022-04-26
"1607",80209,12,7,1,13,8,2022-04-26
"1608",85048,12,6,2,14,8,2022-04-26
"1609",90033,10,7,1,11,8,2022-04-26
"1610",90280,14,7,1,15,8,2022-04-26
"1611",91364,12,7,1,13,8,2022-04-26
"1612",89128,11,7,1,12,8,2022-04-26
"1613",91910,9,5,3,12,8,2022-04-26
"1614",90275,11,6,2,13,8,2022-04-26
"1615",90291,21,6,2,23,8,2022-04-26
"1616",91913,12,6,2,14,8,2022-04-26
"1617",92704,12,7,1,13,8,2022-04-26
"1618",93021,9,7,1,10,8,2022-04-26
"1619",93555,13,6,2,15,8,2022-04-26
"1620",92064,9,7,1,10,8,2022-04-26
"1621",92672,8,7,1,9,8,2022-04-26
"1622",92683,8,7,1,9,8,2022-04-26
"1623",92708,12,7,1,13,8,2022-04-26
"1624",93065,9,6,2,11,8,2022-04-26
"1625",93311,9,7,1,10,8,2022-04-26
"1626",94533,10,7,1,11,8,2022-04-26
"1627",94607,15,5,3,18,8,2022-04-26
"1628",95062,11,7,1,12,8,2022-04-26
"1629",96786,15,6,2,17,8,2022-04-26
"1630",94043,18,7,1,19,8,2022-04-26
"1631",94568,16,7,1,17,8,2022-04-26
"1632",94602,16,7,1,17,8,2022-04-26
"1633",96740,18,7,1,19,8,2022-04-26
"1634",97124,9,5,3,12,8,2022-04-26
"1635",98033,7,4,4,11,8,2022-04-26
"1636",98107,11,5,3,14,8,2022-04-26
"1637",98926,7,7,1,8,8,2022-04-26
"1638",98004,16,7,1,17,8,2022-04-26
"1639",98006,13,6,2,15,8,2022-04-26
"1640",98011,12,7,1,13,8,2022-04-26
"1641",95747,5,5,3,8,8,2022-04-26
"1642",96817,10,7,1,11,8,2022-04-26
"1643",10005,14,6,1,15,7,2022-04-26
"1644",10707,11,6,1,12,7,2022-04-26
"1645",10601,11,6,1,12,7,2022-04-26
"1646",11378,7,6,1,8,7,2022-04-26
"1647",11379,9,6,1,10,7,2022-04-26
"1648",11581,15,6,1,16,7,2022-04-26
"1649",12550,18,6,1,19,7,2022-04-26
"1650",11752,6,6,1,7,7,2022-04-26
"1651",11417,12,6,1,13,7,2022-04-26
"1652",14086,13,6,1,14,7,2022-04-26
"1653",14228,9,6,1,10,7,2022-04-26
"1654",15147,7,6,1,8,7,2022-04-26
"1655",16509,10,6,1,11,7,2022-04-26
"1656",16652,9,5,2,11,7,2022-04-26
"1657",16686,9,6,1,10,7,2022-04-26
"1658",15226,10,6,1,11,7,2022-04-26
"1659",15478,5,5,2,7,7,2022-04-26
"1660",16105,11,6,1,12,7,2022-04-26
"1661",18634,8,6,1,9,7,2022-04-26
"1662",15963,13,6,1,14,7,2022-04-26
"1663",16506,10,6,1,11,7,2022-04-26
"1664",17065,11,6,1,12,7,2022-04-26
"1665",17754,6,5,2,8,7,2022-04-26
"1666",18073,6,3,4,10,7,2022-04-26
"1667",19074,11,6,1,12,7,2022-04-26
"1668",18067,9,6,1,10,7,2022-04-26
"1669",18328,8,5,2,10,7,2022-04-26
"1670",18444,7,6,1,8,7,2022-04-26
"1671",18612,16,6,1,17,7,2022-04-26
"1672",18052,13,5,2,15,7,2022-04-26
"1673",18704,14,6,1,15,7,2022-04-26
"1674",19530,11,6,1,12,7,2022-04-26
"1675",19075,9,6,1,10,7,2022-04-26
"1676",19526,10,4,3,13,7,2022-04-26
"1677",19543,11,6,1,12,7,2022-04-26
"1678",20220,8,6,1,9,7,2022-04-26
"1679",20560,6,6,1,7,7,2022-04-26
"1680",22195,7,6,1,8,7,2022-04-26
"1681",22211,7,6,1,8,7,2022-04-26
"1682",22904,12,6,1,13,7,2022-04-26
"1683",23024,12,6,1,13,7,2022-04-26
"1684",23072,11,5,2,13,7,2022-04-26
"1685",23181,5,3,4,9,7,2022-04-26
"1686",23192,9,5,2,11,7,2022-04-26
"1687",22960,8,6,1,9,7,2022-04-26
"1688",23310,14,5,2,16,7,2022-04-26
"1689",23480,10,6,1,11,7,2022-04-26
"1690",22664,12,6,1,13,7,2022-04-26
"1691",23005,11,5,2,13,7,2022-04-26
"1692",23150,11,6,1,12,7,2022-04-26
"1693",24558,14,6,1,15,7,2022-04-26
"1694",24572,6,6,1,7,7,2022-04-26
"1695",26711,7,6,1,8,7,2022-04-26
"1696",27332,8,5,2,10,7,2022-04-26
"1697",27301,8,5,2,10,7,2022-04-26
"1698",27545,9,5,2,11,7,2022-04-26
"1699",28134,7,4,3,10,7,2022-04-26
"1700",29316,8,5,2,10,7,2022-04-26
"1701",29418,12,6,1,13,7,2022-04-26
"1702",29527,15,6,1,16,7,2022-04-26
"1703",30046,10,4,3,13,7,2022-04-26
"1704",28574,9,6,1,10,7,2022-04-26
"1705",29204,8,5,2,10,7,2022-04-26
"1706",29420,11,6,1,12,7,2022-04-26
"1707",29687,9,4,3,12,7,2022-04-26
"1708",32119,9,6,1,10,7,2022-04-26
"1709",32773,10,6,1,11,7,2022-04-26
"1710",30303,9,5,2,11,7,2022-04-26
"1711",30310,12,6,1,13,7,2022-04-26
"1712",30189,10,5,2,12,7,2022-04-26
"1713",30322,12,6,1,13,7,2022-04-26
"1714",32408,12,6,1,13,7,2022-04-26
"1715",32506,7,6,1,8,7,2022-04-26
"1716",32832,12,6,1,13,7,2022-04-26
"1717",32951,14,5,2,16,7,2022-04-26
"1718",32958,11,6,1,12,7,2022-04-26
"1719",33328,16,6,1,17,7,2022-04-26
"1720",33525,6,5,2,8,7,2022-04-26
"1721",33409,10,6,1,11,7,2022-04-26
"1722",34211,12,6,1,13,7,2022-04-26
"1723",33449,13,6,1,14,7,2022-04-26
"1724",33901,13,6,1,14,7,2022-04-26
"1725",34116,11,6,1,12,7,2022-04-26
"1726",34685,8,3,4,12,7,2022-04-26
"1727",33896,9,5,2,11,7,2022-04-26
"1728",34287,8,6,1,9,7,2022-04-26
"1729",34741,9,4,3,12,7,2022-04-26
"1730",35205,8,5,2,10,7,2022-04-26
"1731",35401,15,6,1,16,7,2022-04-26
"1732",37620,7,6,1,8,7,2022-04-26
"1733",34608,7,6,1,8,7,2022-04-26
"1734",34677,7,6,1,8,7,2022-04-26
"1735",34758,6,5,2,8,7,2022-04-26
"1736",37801,10,6,1,11,7,2022-04-26
"1737",37917,5,4,3,8,7,2022-04-26
"1738",37814,7,6,1,8,7,2022-04-26
"1739",38125,17,6,1,18,7,2022-04-26
"1740",37174,6,6,1,7,7,2022-04-26
"1741",38109,8,4,3,11,7,2022-04-26
"1742",39564,10,4,3,13,7,2022-04-26
"1743",43015,9,6,1,10,7,2022-04-26
"1744",44691,12,6,1,13,7,2022-04-26
"1745",46033,17,6,1,18,7,2022-04-26
"1746",46556,9,6,1,10,7,2022-04-26
"1747",47201,8,6,1,9,7,2022-04-26
"1748",47404,10,6,1,11,7,2022-04-26
"1749",55113,9,6,1,10,7,2022-04-26
"1750",60137,9,5,2,11,7,2022-04-26
"1751",60643,9,6,1,10,7,2022-04-26
"1752",60563,15,6,1,16,7,2022-04-26
"1753",63119,56,3,4,60,7,2022-04-26
"1754",63112,32,3,4,36,7,2022-04-26
"1755",65203,7,6,1,8,7,2022-04-26
"1756",70448,6,5,2,8,7,2022-04-26
"1757",66212,8,6,1,9,7,2022-04-26
"1758",63376,17,5,2,19,7,2022-04-26
"1759",66109,6,6,1,7,7,2022-04-26
"1760",70037,9,6,1,10,7,2022-04-26
"1761",73034,7,5,2,9,7,2022-04-26
"1762",73145,6,6,1,7,7,2022-04-26
"1763",75104,12,6,1,13,7,2022-04-26
"1764",74012,9,6,1,10,7,2022-04-26
"1765",75034,9,5,2,11,7,2022-04-26
"1766",75075,14,6,1,15,7,2022-04-26
"1767",75252,12,6,1,13,7,2022-04-26
"1768",75063,19,6,1,20,7,2022-04-26
"1769",75165,6,4,3,9,7,2022-04-26
"1770",75240,12,6,1,13,7,2022-04-26
